
CVE-1999-0524
CVE-1999-0632
CVE-1999-0548
CVE-2008-5161
CVE-2025-48976
CVE-2025-48988
CVE-2025-49124
CVE-2025-49125
CVE-2025-6019
CVE-2025-6020
CVE-2024-12718
CVE-2025-4138
CVE-2025-4330
CVE-2025-4435
CVE-2025-4517
CVE-2025-32462
CVE-1999-0524
CVE-1999-0632
CVE-1999-0548
CVE-2008-5161
CVE-2025-48976
CVE-2025-48988
CVE-2025-49124
CVE-2025-49125
